ID,Prob1
9409, 0.37
9410, 0.15
9411, 0.12
9412, 0.05
9413, 0.78
9414, 0.65
9415, 0.09
9416, 0.24
9417, 0.58
9418, 0.21
9419, 0.23
9420, 0.07
9421, 0.46
9422, 0.77
9423, 0.16
9424, 0.78
9425, 0.32
9426, 0.04
9427, 0.27
9428, 0.02
9429, 0.54
9430, 0.12
9431, 0.10
9432, 0.41
9433, 0.69
9434, 0.26
9435, 0.17
9436, 0.08
9437, 0.16
9438, 0.49
9439, 0.60
9440, 0.25
9441, 0.14
9442, 0.07
9443, 0.19
9444, 0.65
9445, 0.11
9446, 0.15
9447, 0.49
9448, 0.54
9449, 0.42
9450, 0.05
9451, 0.08
9452, 0.08
9453, 0.17
9454, 0.06
9455, 0.40
9456, 0.31
9457, 0.18
9458, 0.09
9459, 0.27
9460, 0.25
9461, 0.39
9462, 0.17
9463, 0.68
9464, 0.22
9465, 0.21
9466, 0.30
9467, 0.43
9468, 0.38
9469, 0.48
9470, 0.16
9471, 0.14
9472, 0.07
9473, 0.01
9474, 0.16
9475, 0.58
9476, 0.28
9477, 0.87
9478, 0.59
9479, 0.38
9480, 0.28
9481, 0.14
9482, 0.05
9483, 0.37
9484, 0.78
9485, 0.24
9486, 0.41
9487, 0.28
9488, 0.31
9489, 0.87
9490, 0.36
9491, 0.21
9492, 0.81
9493, 0.68
9494, 0.73
9495, 0.33
9496, 0.21
9497, 0.12
9498, 0.24
9499, 0.25
9500, 0.06
9501, 0.28
9502, 0.28
9503, 0.13
9504, 0.05
9505, 0.18
9506, 0.03
9507, 0.52
9508, 0.11
9509, 0.14
9510, 0.23
9511, 0.05
9512, 0.36
9513, 0.20
9514, 0.11
9515, 0.55
9516, 0.63
9517, 0.20
9518, 0.25
9519, 0.01
9520, 0.56
9521, 0.46
9522, 0.08
9523, 0.04
9524, 0.03
9525, 0.45
9526, 0.13
9527, 0.42
9528, 0.18
9529, 0.34
9530, 0.50
9531, 0.07
9532, 0.15
9533, 0.34
9534, 0.37
9535, 0.27
9536, 0.70
9537, 0.30
9538, 0.57
9539, 0.30
9540, 0.16
9541, 0.35
9542, 0.47
9543, 0.24
9544, 0.45
9545, 0.14
9546, 0.41
9547, 0.08
9548, 0.48
9549, 0.21
9550, 0.15
9551, 0.13
9552, 0.25
9553, 0.07
9554, 0.26
9555, 0.66
9556, 0.24
9557, 0.87
9558, 0.24
9559, 0.48
9560, 0.28
9561, 0.28
9562, 0.09
9563, 0.25
9564, 0.87
9565, 0.35
9566, 0.25
9567, 0.20
9568, 0.12
9569, 0.37
9570, 0.20
9571, 0.15
9572, 0.43
9573, 0.50
9574, 0.25
9575, 0.11
9576, 0.20
9577, 0.06
9578, 0.33
9579, 0.27
9580, 0.64
9581, 0.04
9582, 0.94
9583, 0.24
9584, 0.36
9585, 0.34
9586, 0.33
9587, 0.22
9588, 0.26
9589, 0.66
9590, 0.44
9591, 0.12
9592, 0.90
9593, 0.13
9594, 0.18
9595, 0.46
9596, 0.30
9597, 0.19
9598, 0.69
9599, 0.63
9600, 0.27
9601, 0.90
9602, 0.74
9603, 0.52
9604, 0.44
9605, 0.20
9606, 0.28
9607, 0.28
9608, 0.57
9609, 0.10
9610, 0.68
9611, 0.18
9612, 0.88
9613, 0.08
9614, 0.29
9615, 0.70
9616, 0.07
9617, 0.01
9618, 0.17
9619, 0.44
9620, 0.24
9621, 0.14
9622, 0.34
9623, 0.46
9624, 0.12
9625, 0.35
9626, 0.64
9627, 0.02
9628, 0.53
9629, 0.29
9630, 0.87
9631, 0.60
9632, 0.30
9633, 0.58
9634, 0.35
9635, 0.19
9636, 0.73
9637, 0.26
9638, 0.67
9639, 0.43
9640, 0.71
9641, 0.18
9642, 0.33
9643, 0.34
9644, 0.42
9645, 0.80
9646, 0.04
9647, 0.63
9648, 0.46
9649, 0.52
9650, 0.15
9651, 0.41
9652, 0.32
9653, 0.13
9654, 0.00
9655, 0.17
9656, 0.23
9657, 0.31
9658, 0.06
9659, 0.16
9660, 0.22
9661, 0.07
9662, 0.19
9663, 0.60
9664, 0.82
9665, 0.26
9666, 0.04
9667, 0.24
9668, 0.51
9669, 0.66
9670, 0.64
9671, 0.12
9672, 0.10
9673, 0.62
9674, 0.25
9675, 0.36
9676, 0.26
9677, 0.07
9678, 0.25
9679, 0.54
9680, 0.16
9681, 0.04
9682, 0.18
9683, 0.03
9684, 0.62
9685, 0.08
9686, 0.72
9687, 0.33
9688, 0.29
9689, 0.10
9690, 0.70
9691, 0.21
9692, 0.15
9693, 0.22
9694, 0.41
9695, 0.82
9696, 0.32
9697, 0.34
9698, 0.52
9699, 0.24
9700, 0.63
9701, 0.03
9702, 0.58
9703, 0.59
9704, 0.42
9705, 0.38
9706, 0.30
9707, 0.39
9708, 0.18
9709, 0.16
9710, 0.08
9711, 0.64
9712, 0.06
9713, 0.36
9714, 0.21
9715, 0.19
9716, 0.17
9717, 0.22
9718, 0.34
9719, 0.64
9720, 0.22
9721, 0.44
9722, 0.24
9723, 0.43
9724, 0.45
9725, 0.31
9726, 0.13
9727, 0.27
9728, 0.46
9729, 0.10
9730, 0.17
9731, 0.73
9732, 0.15
9733, 0.24
9734, 0.30
9735, 0.22
9736, 0.48
9737, 0.55
9738, 0.10
9739, 0.23
9740, 0.23
9741, 0.84
9742, 0.53
9743, 0.26
9744, 0.36
9745, 0.18
9746, 0.25
9747, 0.28
9748, 0.18
9749, 0.35
9750, 0.04
9751, 0.50
9752, 0.39
9753, 0.57
9754, 0.10
9755, 0.26
9756, 0.45
9757, 0.74
9758, 0.40
9759, 0.35
9760, 0.62
9761, 0.31
9762, 0.28
9763, 0.48
9764, 0.19
9765, 0.10
9766, 0.05
9767, 0.51
9768, 0.67
9769, 0.29
9770, 0.07
9771, 0.31
9772, 0.71
9773, 0.17
9774, 0.69
9775, 0.63
9776, 0.04
9777, 0.21
9778, 0.20
9779, 0.31
9780, 0.74
9781, 0.38
9782, 0.08
9783, 0.76
9784, 0.23
9785, 0.36
9786, 0.39
9787, 0.55
9788, 0.14
9789, 0.12
9790, 0.75
9791, 0.12
9792, 0.56
9793, 0.14
9794, 0.75
9795, 0.09
9796, 0.06
9797, 0.38
9798, 0.31
9799, 0.44
9800, 0.32
9801, 0.51
9802, 0.47
9803, 0.37
9804, 0.57
9805, 0.75
9806, 0.25
9807, 0.03
9808, 0.52
9809, 0.15
9810, 0.15
9811, 0.62
9812, 0.30
9813, 0.36
9814, 0.55
9815, 0.25
9816, 0.00
9817, 0.27
9818, 0.07
9819, 0.11
9820, 0.16
9821, 0.67
9822, 0.23
9823, 0.51
9824, 0.37
9825, 0.30
9826, 0.87
9827, 0.22
9828, 0.68
9829, 0.40
9830, 0.05
9831, 0.61
9832, 0.23
9833, 0.25
9834, 0.38
9835, 0.18
9836, 0.16
9837, 0.08
9838, 0.16
9839, 0.27
9840, 0.15
9841, 0.19
9842, 0.36
9843, 0.23
9844, 0.31
9845, 0.13
9846, 0.08
9847, 0.46
9848, 0.20
9849, 0.16
9850, 0.25
9851, 0.84
9852, 0.95
9853, 0.12
9854, 0.19
9855, 0.34
9856, 0.54
9857, 0.75
9858, 0.21
9859, 0.63
9860, 0.26
9861, 0.55
9862, 0.25
9863, 0.19
9864, 0.52
9865, 0.26
9866, 0.60
9867, 0.15
9868, 0.15
9869, 0.42
9870, 0.19
9871, 0.56
9872, 0.10
9873, 0.21
9874, 0.37
9875, 0.30
9876, 0.05
9877, 0.17
9878, 0.69
9879, 0.12
9880, 0.37
9881, 0.18
9882, 0.52
9883, 0.11
9884, 0.40
9885, 0.05
9886, 0.04
9887, 0.09
9888, 0.29
9889, 0.52
9890, 0.59
9891, 0.03
9892, 0.03
9893, 0.37
9894, 0.26
9895, 0.17
9896, 0.44
9897, 0.45
9898, 0.04
9899, 0.12
9900, 0.41
9901, 0.72
9902, 0.05
9903, 0.56
9904, 0.63
9905, 0.31
9906, 0.58
9907, 0.37
9908, 0.60
9909, 0.47
9910, 0.37
9911, 0.12
9912, 0.55
9913, 0.50
9914, 0.35
9915, 0.57
9916, 0.61
9917, 0.01
9918, 0.07
9919, 0.92
9920, 0.01
9921, 0.03
9922, 0.18
9923, 0.75
9924, 0.71
9925, 0.15
9926, 0.25
9927, 0.33
9928, 0.45
9929, 0.46
9930, 0.38
9931, 0.47
9932, 0.26
9933, 0.16
9934, 0.14
9935, 0.61
9936, 0.03
9937, 0.23
9938, 0.19
9939, 0.52
9940, 0.28
9941, 0.72
9942, 0.81
9943, 0.13
9944, 0.17
9945, 0.26
9946, 0.21
9947, 0.86
9948, 0.10
9949, 0.30
9950, 0.16
9951, 0.83
9952, 0.39
9953, 0.68
9954, 0.74
9955, 0.61
9956, 0.11
9957, 0.07
9958, 0.21
9959, 0.28
9960, 0.52
9961, 0.16
9962, 0.52
9963, 0.20
9964, 0.27
9965, 0.85
9966, 0.88
9967, 0.17
9968, 0.55
9969, 0.13
9970, 0.27
9971, 0.63
9972, 0.33
9973, 0.57
9974, 0.28
9975, 0.20
9976, 0.24
9977, 0.25
9978, 0.76
9979, 0.40
9980, 0.22
9981, 0.19
9982, 0.50
9983, 0.48
9984, 0.03
9985, 0.06
9986, 0.21
9987, 0.72
9988, 0.20
9989, 0.48
9990, 0.19
9991, 0.40
9992, 0.52
9993, 0.23
9994, 0.26
9995, 0.12
9996, 0.02
9997, 0.74
9998, 0.82
9999, 0.42
10000, 0.21
10001, 0.17
10002, 0.84
10003, 0.74
10004, 0.24
10005, 0.28
10006, 0.13
10007, 0.22
10008, 0.36
10009, 0.54
10010, 0.48
10011, 0.11
10012, 0.57
10013, 0.35
10014, 0.55
10015, 0.10
10016, 0.12
10017, 0.31
10018, 0.48
10019, 0.17
10020, 0.29
10021, 0.00
10022, 0.20
10023, 0.36
10024, 0.16
10025, 0.32
10026, 0.16
10027, 0.20
10028, 0.43
10029, 0.25
10030, 0.43
10031, 0.14
10032, 0.17
10033, 0.28
10034, 0.22
10035, 0.30
10036, 0.15
10037, 0.27
10038, 0.14
10039, 0.32
10040, 0.20
10041, 0.16
10042, 0.29
10043, 0.20
10044, 0.21
10045, 0.63
10046, 0.10
10047, 0.26
10048, 0.28
10049, 0.71
10050, 0.48
10051, 0.24
10052, 0.25
10053, 0.05
10054, 0.43
10055, 0.57
10056, 0.15
10057, 0.17
10058, 0.10
10059, 0.57
10060, 0.45
10061, 0.89
10062, 0.34
10063, 0.38
10064, 0.25
10065, 0.24
10066, 0.06
10067, 0.18
10068, 0.67
10069, 0.13
10070, 0.50
10071, 0.43
10072, 0.52
10073, 0.25
10074, 0.12
10075, 0.46
10076, 0.28
10077, 0.15
10078, 0.17
10079, 0.04
10080, 0.30
10081, 0.01
10082, 0.07
10083, 0.43
10084, 0.37
10085, 0.23
10086, 0.04
10087, 0.15
10088, 0.10
10089, 0.19
10090, 0.68
10091, 0.54
10092, 0.89
10093, 0.82
10094, 0.28
10095, 0.78
10096, 0.94
10097, 0.20
10098, 0.29
10099, 0.11
10100, 0.83
10101, 0.25
10102, 0.28
10103, 0.37
10104, 0.16
10105, 0.14
10106, 0.37
10107, 0.36
10108, 0.49
10109, 0.55
10110, 0.27
10111, 0.23
10112, 0.36
10113, 0.02
10114, 0.59
10115, 0.25
10116, 0.19
10117, 0.16
10118, 0.93
10119, 0.46
10120, 0.14
10121, 0.52
10122, 0.48
10123, 0.61
10124, 0.07
10125, 0.13
10126, 0.58
10127, 0.57
10128, 0.02
10129, 0.29
10130, 0.17
10131, 0.25
10132, 0.20
10133, 0.34
10134, 0.48
10135, 0.96
10136, 0.14
10137, 0.20
10138, 0.54
10139, 0.75
10140, 0.79
10141, 0.82
10142, 0.39
10143, 0.49
10144, 0.58
10145, 0.18
10146, 0.13
10147, 0.16
10148, 0.14
10149, 0.20
10150, 0.43
10151, 0.08
10152, 0.53
10153, 0.62
10154, 0.46
10155, 0.06
10156, 0.11
10157, 0.09
10158, 0.65
10159, 0.32
10160, 0.23
10161, 0.10
10162, 0.35
10163, 0.77
10164, 0.34
10165, 0.18
10166, 0.10
10167, 0.39
10168, 0.78
10169, 0.29
10170, 0.03
10171, 0.27
10172, 0.92
10173, 0.80
10174, 0.16
10175, 0.32
10176, 0.42
10177, 0.18
10178, 0.25
10179, 0.39
10180, 0.19
10181, 0.13
10182, 0.22
10183, 0.14
10184, 0.75
10185, 0.71
10186, 0.33
10187, 0.28
10188, 0.23
10189, 0.10
10190, 0.16
10191, 0.15
10192, 0.20
10193, 0.57
10194, 0.16
10195, 0.45
10196, 0.64
10197, 0.18
10198, 0.29
10199, 0.40
10200, 0.44
10201, 0.24
10202, 0.94
10203, 0.66
10204, 0.30
10205, 0.03
10206, 0.34
10207, 0.13
10208, 0.60
10209, 0.52
10210, 0.51
10211, 0.18
10212, 0.15
10213, 0.29
10214, 0.20
10215, 0.64
10216, 0.24
10217, 0.06
10218, 0.01
10219, 0.77
10220, 0.22
10221, 0.36
10222, 0.25
10223, 0.39
10224, 0.02
10225, 0.74
10226, 0.14
10227, 0.03
10228, 0.02
10229, 0.18
10230, 0.40
10231, 0.86
10232, 0.03
10233, 0.06
10234, 0.58
10235, 0.41
10236, 0.41
10237, 0.27
10238, 0.09
10239, 0.51
10240, 0.16
10241, 0.50
10242, 0.26
10243, 0.39
10244, 0.89
10245, 0.40
10246, 0.37
10247, 0.12
10248, 0.48
10249, 0.29
10250, 0.81
10251, 0.20
10252, 0.03
10253, 0.76
10254, 0.47
10255, 0.29
10256, 0.26
10257, 0.21
10258, 0.11
10259, 0.37
10260, 0.94
10261, 0.64
10262, 0.55
10263, 0.16
10264, 0.15
10265, 0.51
10266, 0.10
10267, 0.11
10268, 0.32
10269, 0.52
10270, 0.72
10271, 0.11
10272, 0.10
10273, 0.49
10274, 0.21
10275, 0.14
10276, 0.38
10277, 0.13
10278, 0.64
10279, 0.13
10280, 0.17
10281, 0.00
10282, 0.42
10283, 0.28
10284, 0.45
10285, 0.75
10286, 0.19
10287, 0.33
10288, 0.10
10289, 0.08
10290, 0.13
10291, 0.17
10292, 0.37
10293, 0.17
10294, 0.28
10295, 0.17
10296, 0.27
10297, 0.21
10298, 0.08
10299, 0.27
10300, 0.55
10301, 0.23
10302, 0.03
10303, 0.14
10304, 0.09
10305, 0.11
10306, 0.54
10307, 0.54
10308, 0.69
10309, 0.25
10310, 0.27
10311, 0.06
10312, 0.36
10313, 0.37
10314, 0.08
10315, 0.15
10316, 0.51
10317, 0.37
10318, 0.09
10319, 0.06
10320, 0.31
10321, 0.68
10322, 0.95
10323, 0.59
10324, 0.19
10325, 0.41
10326, 0.16
10327, 0.05
10328, 0.08
10329, 0.73
10330, 0.27
10331, 0.27
10332, 0.54
10333, 0.84
10334, 0.20
10335, 0.74
10336, 0.83
10337, 0.26
10338, 0.54
10339, 0.82
10340, 0.04
10341, 0.11
10342, 0.31
10343, 0.33
10344, 0.45
10345, 0.39
10346, 0.44
10347, 0.26
10348, 0.80
10349, 0.49
10350, 0.26
10351, 0.87
10352, 0.44
10353, 0.14
10354, 0.15
10355, 0.33
10356, 0.14
10357, 0.35
10358, 0.08
10359, 0.27
10360, 0.12
10361, 0.55
10362, 0.47
10363, 0.59
10364, 0.43
10365, 0.19
10366, 0.71
10367, 0.21
10368, 0.12
10369, 0.12
10370, 0.35
10371, 0.63
10372, 0.22
10373, 0.49
10374, 0.23
10375, 0.18
10376, 0.55
10377, 0.24
10378, 0.84
10379, 0.40
10380, 0.04
10381, 0.40
10382, 0.70
10383, 0.27
10384, 0.61
10385, 0.18
10386, 0.46
10387, 0.96
10388, 0.19
10389, 0.08
10390, 0.69
10391, 0.12
10392, 0.32
10393, 0.20
10394, 0.11
10395, 0.31
10396, 0.28
10397, 0.47
10398, 0.09
10399, 0.40
10400, 0.48
10401, 0.15
10402, 0.29
10403, 0.26
10404, 0.10
10405, 0.26
10406, 0.32
10407, 0.08
10408, 0.46
10409, 0.44
10410, 0.61
10411, 0.88
10412, 0.29
10413, 0.19
10414, 0.69
10415, 0.14
10416, 0.80
10417, 0.08
10418, 0.40
10419, 0.17
10420, 0.81
10421, 0.50
10422, 0.80
10423, 0.06
10424, 0.21
10425, 0.43
10426, 0.28
10427, 0.15
10428, 0.25
10429, 0.22
10430, 0.05
10431, 0.54
10432, 0.15
10433, 0.86
10434, 0.33
10435, 0.78
10436, 0.37
10437, 0.33
10438, 0.35
10439, 0.13
10440, 0.30
10441, 0.14
10442, 0.41
10443, 0.10
10444, 0.09
10445, 0.61
10446, 0.03
10447, 0.62
10448, 0.06
10449, 0.35
10450, 0.25
10451, 0.14
10452, 0.31
10453, 0.05
10454, 0.27
10455, 0.24
10456, 0.52
10457, 0.79
10458, 0.13
10459, 0.19
10460, 0.46
10461, 0.05
10462, 0.13
10463, 0.24
10464, 0.14
10465, 0.51
10466, 0.35
10467, 0.55
10468, 0.20
10469, 0.10
10470, 0.57
10471, 0.13
10472, 0.36
10473, 0.82
10474, 0.84
10475, 0.06
10476, 0.15
10477, 0.44
10478, 0.27
10479, 0.43
10480, 0.77
10481, 0.08
10482, 0.12
10483, 0.03
10484, 0.22
10485, 0.86
10486, 0.62
10487, 0.18
10488, 0.32
10489, 0.22
10490, 0.74
10491, 0.05
10492, 0.25
10493, 0.08
10494, 0.55
10495, 0.28
10496, 0.71
10497, 0.22
10498, 0.40
10499, 0.26
10500, 0.15
10501, 0.94
10502, 0.09
10503, 0.77
10504, 0.72
10505, 0.16
10506, 0.25
10507, 0.01
10508, 0.15
10509, 0.47
10510, 0.28
10511, 0.54
10512, 0.08
10513, 0.86
10514, 0.38
10515, 0.11
10516, 0.43
10517, 0.34
10518, 0.26
10519, 0.83
10520, 0.48
10521, 0.89
10522, 0.02
10523, 0.15
10524, 0.22
10525, 0.63
10526, 0.05
10527, 0.18
10528, 0.29
10529, 0.69
10530, 0.57
10531, 0.44
10532, 0.20
10533, 0.29
10534, 0.06
10535, 0.12
10536, 0.25
10537, 0.09
10538, 0.60
10539, 0.38
10540, 0.29
10541, 0.92
10542, 0.08
10543, 0.94
10544, 0.84
10545, 0.48
10546, 0.12
10547, 0.07
10548, 0.49
10549, 0.80
10550, 0.88
10551, 0.23
10552, 0.47
10553, 0.45
10554, 0.08
10555, 0.90
10556, 0.33
10557, 0.16
10558, 0.41
10559, 0.38
10560, 0.30
10561, 0.52
10562, 0.09
10563, 0.37
10564, 0.08
10565, 0.16
10566, 0.36
10567, 0.04
10568, 0.04
10569, 0.32
10570, 0.69
10571, 0.57
10572, 0.21
10573, 0.13
10574, 0.06
10575, 0.25
10576, 0.37
10577, 0.24
10578, 0.08
10579, 0.14
10580, 0.47
10581, 0.49
10582, 0.01
10583, 0.62
10584, 0.12
10585, 0.25
10586, 0.16
10587, 0.15
10588, 0.21
10589, 0.44
10590, 0.72
10591, 0.03
10592, 0.28
10593, 0.50
10594, 0.31
10595, 0.07
10596, 0.01
10597, 0.16
10598, 0.08
10599, 0.72
10600, 0.14
10601, 0.48
10602, 0.74
10603, 0.41
10604, 0.88
10605, 0.11
10606, 0.11
10607, 0.50
10608, 0.25
10609, 0.20
10610, 0.39
10611, 0.15
10612, 0.32
10613, 0.83
10614, 0.17
10615, 0.57
10616, 0.13
10617, 0.93
10618, 0.82
10619, 0.88
10620, 0.10
10621, 0.57
10622, 0.75
10623, 0.17
10624, 0.00
10625, 0.59
10626, 0.18
10627, 0.20
10628, 0.74
10629, 0.12
10630, 0.49
10631, 0.06
10632, 0.16
10633, 0.72
10634, 0.35
10635, 0.34
10636, 0.39
10637, 0.07
10638, 0.72
10639, 0.20
10640, 0.17
10641, 0.29
10642, 0.55
10643, 0.39
10644, 0.50
10645, 0.47
10646, 0.11
10647, 0.40
10648, 0.54
10649, 0.25
10650, 0.89
10651, 0.29
10652, 0.16
10653, 0.37
10654, 0.57
10655, 0.07
10656, 0.22
10657, 0.29
10658, 0.56
10659, 0.70
10660, 0.10
10661, 0.11
10662, 0.09
10663, 0.21
10664, 0.28
10665, 0.45
10666, 0.11
10667, 0.02
10668, 0.47
10669, 0.05
10670, 0.29
10671, 0.43
10672, 0.20
10673, 0.00
10674, 0.36
10675, 0.26
10676, 0.23
10677, 0.08
10678, 0.60
10679, 0.29
10680, 0.32
10681, 0.37
10682, 0.01
10683, 0.46
10684, 0.36
10685, 0.86
10686, 0.08
10687, 0.33
10688, 0.14
10689, 0.10
10690, 0.09
10691, 0.08
10692, 0.45
10693, 0.54
10694, 0.69
10695, 0.17
10696, 0.62
10697, 0.35
10698, 0.02
10699, 0.50
10700, 0.35
10701, 0.31
10702, 0.26
10703, 0.07
10704, 0.25
10705, 0.85
10706, 0.58
10707, 0.56
10708, 0.83
10709, 0.24
10710, 0.09
10711, 0.45
10712, 0.23
10713, 0.26
10714, 0.34
10715, 0.12
10716, 0.37
10717, 0.25
10718, 0.11
10719, 0.22
10720, 0.36
10721, 0.26
10722, 0.26
10723, 0.21
10724, 0.27
10725, 0.51
10726, 0.38
10727, 0.03
10728, 0.79
10729, 0.08
10730, 0.16
10731, 0.06
10732, 0.43
10733, 0.22
10734, 0.56
10735, 0.23
10736, 0.29
10737, 0.08
10738, 0.27
10739, 0.47
10740, 0.67
10741, 0.22
10742, 0.27
10743, 0.19
10744, 0.15
10745, 0.08
10746, 0.43
10747, 0.40
10748, 0.26
10749, 0.67
10750, 0.76
10751, 0.17
10752, 0.20
10753, 0.74
10754, 0.10
10755, 0.44
10756, 0.44
10757, 0.18
10758, 0.18
10759, 0.02
10760, 0.21
10761, 0.29
10762, 0.72
10763, 0.24
10764, 0.33
10765, 0.18
10766, 0.39
10767, 0.18
10768, 0.25
10769, 0.35
10770, 0.92
10771, 0.16
10772, 0.86
10773, 0.42
10774, 0.21
10775, 0.39
10776, 0.10
10777, 0.51
10778, 0.14
10779, 0.48
10780, 0.15
10781, 0.36
10782, 0.97
10783, 0.18
10784, 0.03
10785, 0.57
10786, 0.21
10787, 0.22
10788, 0.73
10789, 0.11
10790, 0.47
10791, 0.88
10792, 0.02
10793, 0.38
10794, 0.20
10795, 0.02
10796, 0.31
10797, 0.63
10798, 0.12
10799, 0.37
10800, 0.12
10801, 0.14
10802, 0.41
10803, 0.69
10804, 0.24
10805, 0.30
10806, 0.80
10807, 0.33
10808, 0.34
10809, 0.67
10810, 0.81
10811, 0.08
10812, 0.31
10813, 0.16
10814, 0.05
10815, 0.05
10816, 0.44
10817, 0.13
10818, 0.09
10819, 0.38
10820, 0.28
10821, 0.08
10822, 0.29
10823, 0.27
10824, 0.64
10825, 0.67
10826, 0.15
10827, 0.77
10828, 0.32
10829, 0.56
10830, 0.17
10831, 0.13
10832, 0.06
10833, 0.21
10834, 0.61
10835, 0.14
10836, 0.39
10837, 0.03
10838, 0.10
10839, 0.07
10840, 0.24
10841, 0.40
10842, 0.02
10843, 0.10
10844, 0.89
10845, 0.22
10846, 0.48
10847, 0.51
10848, 0.59
10849, 0.03
10850, 0.06
10851, 0.06
10852, 0.44
10853, 0.03
10854, 0.27
10855, 0.15
10856, 0.38
10857, 0.58
10858, 0.71
10859, 0.13
10860, 0.14
10861, 0.21
10862, 0.31
10863, 0.19
10864, 0.23
10865, 0.14
10866, 0.35
10867, 0.21
10868, 0.12
10869, 0.66
10870, 0.82
10871, 0.12
10872, 0.06
10873, 0.32
10874, 0.44
10875, 0.41
10876, 0.39
10877, 0.28
10878, 0.18
10879, 0.30
10880, 0.45
10881, 0.81
10882, 0.24
10883, 0.17
10884, 0.52
10885, 0.47
10886, 0.85
10887, 0.09
10888, 0.45
10889, 0.42
10890, 0.73
10891, 0.10
10892, 0.28
10893, 0.12
10894, 0.25
10895, 0.04
10896, 0.07
10897, 0.24
10898, 0.13
10899, 0.05
10900, 0.09
10901, 0.72
10902, 0.38
10903, 0.25
10904, 0.75
10905, 0.32
10906, 0.21
10907, 0.32
10908, 0.91
10909, 0.60
10910, 0.73
10911, 0.30
10912, 0.18
10913, 0.02
10914, 0.28
10915, 0.97
10916, 0.93
10917, 0.16
10918, 0.74
10919, 0.88
10920, 0.08
10921, 0.08
10922, 0.06
10923, 0.11
10924, 0.73
10925, 0.41
10926, 0.75
10927, 0.05
10928, 0.13
10929, 0.19
10930, 0.37
10931, 0.44
10932, 0.27
10933, 0.16
10934, 0.04
10935, 0.83
10936, 0.16
10937, 0.13
10938, 0.61
10939, 0.14
10940, 0.25
10941, 0.40
10942, 0.25
10943, 0.13
10944, 0.55
10945, 0.53
10946, 0.25
10947, 0.56
10948, 0.53
10949, 0.58
10950, 0.17
10951, 0.94
10952, 0.22
10953, 0.09
10954, 0.04
10955, 0.28
10956, 0.21
10957, 0.73
10958, 0.03
10959, 0.39
10960, 0.05
10961, 0.38
10962, 0.28
10963, 0.85
10964, 0.87
10965, 0.22
10966, 0.10
10967, 0.57
10968, 0.24
10969, 0.42
10970, 0.57
10971, 0.30
10972, 0.84
10973, 0.30
10974, 0.69
10975, 0.39
10976, 0.11
10977, 0.26
10978, 0.31
10979, 0.03
10980, 0.35
10981, 0.20
10982, 0.62
10983, 0.09
10984, 0.27
10985, 0.06
10986, 0.28
10987, 0.66
10988, 0.16
10989, 0.77
10990, 0.13
10991, 0.03
10992, 0.37
10993, 0.54
10994, 0.72
10995, 0.17
10996, 0.03
10997, 0.06
10998, 0.45
10999, 0.66
11000, 0.04
11001, 0.08
11002, 0.20
11003, 0.56
11004, 0.18
11005, 0.09
11006, 0.48
11007, 0.45
11008, 0.43
11009, 0.51
11010, 0.52
11011, 0.99
11012, 0.83
11013, 0.80
11014, 0.53
11015, 0.26
11016, 0.26
11017, 0.31
11018, 0.40
11019, 0.22
11020, 0.11
11021, 0.14
11022, 0.27
11023, 0.10
11024, 0.30
11025, 0.86
11026, 0.60
11027, 0.23
11028, 0.04
11029, 0.19
11030, 0.13
11031, 0.32
11032, 0.34
11033, 0.44
11034, 0.45
11035, 0.21
11036, 0.20
11037, 0.38
11038, 0.46
11039, 0.65
11040, 0.70
11041, 0.09
11042, 0.15
11043, 0.23
11044, 0.23
11045, 0.26
11046, 0.35
11047, 0.02
11048, 0.41
11049, 0.17
11050, 0.24
11051, 0.10
11052, 0.36
11053, 0.31
11054, 0.16
11055, 0.06
11056, 0.39
11057, 0.53
11058, 0.16
11059, 0.36
11060, 0.23
11061, 0.36
11062, 0.45
11063, 0.08
11064, 0.70
11065, 0.54
11066, 0.65
11067, 0.28
11068, 0.31
11069, 0.08
11070, 0.18
11071, 0.31
11072, 0.28
11073, 0.26
11074, 0.05
11075, 0.18
11076, 0.47
11077, 0.41
11078, 0.12
11079, 0.28
11080, 0.16
11081, 0.48
11082, 0.66
11083, 0.14
11084, 0.15
11085, 0.48
11086, 0.09
11087, 0.01
11088, 0.12
11089, 0.58
11090, 0.27
11091, 0.54
11092, 0.64
11093, 0.07
11094, 0.21
11095, 0.76
11096, 0.42
11097, 0.58
11098, 0.35
11099, 0.70
11100, 0.42
11101, 0.87
11102, 0.07
11103, 0.50
11104, 0.23
11105, 0.53
11106, 0.76
11107, 0.31
11108, 0.42
11109, 0.33
11110, 0.84
11111, 0.44
11112, 0.16
11113, 0.12
11114, 0.65
11115, 0.18
11116, 0.92
11117, 0.24
11118, 0.26
11119, 0.33
11120, 0.33
11121, 0.66
11122, 0.19
11123, 0.39
11124, 0.18
11125, 0.06
11126, 0.55
11127, 0.76
11128, 0.21
11129, 0.39
11130, 0.45
11131, 0.20
11132, 0.15
11133, 0.12
11134, 0.97
11135, 0.08
11136, 0.21
11137, 0.48
11138, 0.12
11139, 0.83
11140, 0.05
11141, 0.07
11142, 0.17
11143, 0.72
11144, 0.32
11145, 0.18
11146, 0.44
11147, 0.04
11148, 0.21
11149, 0.49
11150, 0.06
11151, 0.13
11152, 0.11
11153, 0.21
11154, 0.34
11155, 0.03
11156, 0.21
11157, 0.24
